gene_id	SYMBOL	GENENAME	GENETYPE	SRR10315781_TPM	SRR10315782_TPM
ENSG00000159086	PAXBP1	PAX3 and PAX7 binding protein 1	protein-coding	17.71	21.21
ENSG00000159110	IFNAR2	interferon alpha and beta receptor subunit 2	protein-coding	17.51	19.73
ENSG00000159111	MRPL10	mitochondrial ribosomal protein L10	protein-coding	82.57	75.84
ENSG00000159128	IFNGR2	interferon gamma receptor 2	protein-coding	62.51	58.79
ENSG00000159131	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	protein-coding	45.9	49.1
ENSG00000159140	SON	SON DNA and RNA binding protein	protein-coding	84.89	85.65
ENSG00000159147	DONSON	DNA replication fork stabilization factor DONSON	protein-coding	45.14	40.38
ENSG00000159164	SV2A	synaptic vesicle glycoprotein 2A	protein-coding	0.79	0.7
ENSG00000159166	LAD1	ladinin 1	protein-coding	0	0.03
ENSG00000159167	STC1	stanniocalcin 1	protein-coding	3.04	2.94
ENSG00000159173	TNNI1	troponin I1, slow skeletal type	protein-coding	0	0
ENSG00000159176	CSRP1	cysteine and glycine rich protein 1	protein-coding	299.67	287.92
ENSG00000159182	PRAC1	PRAC1 small nuclear protein	protein-coding	0	0
ENSG00000159184	HOXB13	homeobox B13	protein-coding	0	0
ENSG00000159186	ATP5POP1	ATP5PO pseudogene 1	pseudo	0	0
ENSG00000159189	C1QC	complement C1q C chain	protein-coding	0	0
ENSG00000159197	KCNE2	potassium voltage-gated channel subfamily E regulatory subunit 2	protein-coding	0	0.12
ENSG00000159199	ATP5MC1	ATP synthase membrane subunit c locus 1	protein-coding	274.16	320.06
ENSG00000159200	RCAN1	regulator of calcineurin 1	protein-coding	14.25	16
ENSG00000159202	UBE2Z	ubiquitin conjugating enzyme E2 Z	protein-coding	79.27	75.95
ENSG00000159208	CIART	circadian associated repressor of transcription	protein-coding	2.12	2.24
ENSG00000159210	SNF8	SNF8 subunit of ESCRT-II	protein-coding	150.85	157.3
ENSG00000159212	CLIC6	chloride intracellular channel 6	protein-coding	0.01	0.02
ENSG00000159214	CCDC24	coiled-coil domain containing 24	protein-coding	5.87	9.29
ENSG00000159216	RUNX1,LOC100506403	RUNX family transcription factor 1,uncharacterized LOC100506403	protein-coding,ncRNA	6.68	7.86
ENSG00000159217	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	protein-coding	5.27	5.67
ENSG00000159224	GIP	gastric inhibitory polypeptide	protein-coding	0	0
ENSG00000159228	CBR1	carbonyl reductase 1	protein-coding	143.76	150.72
ENSG00000159231	CBR3	carbonyl reductase 3	protein-coding	32.81	36.75
ENSG00000159239	NA	NA	NA	0.06	0.02
ENSG00000159247	NA	NA	NA	0	0
ENSG00000159248	GJD2	gap junction protein delta 2	protein-coding	0	0
ENSG00000159251	ACTC1	actin alpha cardiac muscle 1	protein-coding	0.35	0.12
ENSG00000159256	MORC3	MORC family CW-type zinc finger 3	protein-coding	12.13	12.04
ENSG00000159259	CHAF1B	chromatin assembly factor 1 subunit B	protein-coding	16.23	16.68
ENSG00000159261	CLDN14	claudin 14	protein-coding	2.36	2.3
ENSG00000159263	SIM2	SIM bHLH transcription factor 2	protein-coding	13.5	16.12
ENSG00000159267	HLCS	holocarboxylase synthetase	protein-coding	6.58	6.8
ENSG00000159289	GOLGA6A,LOC124907523	golgin A6 family member A,golgin subfamily A member 6A	protein-coding	0	0
ENSG00000159307	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	protein-coding	0.01	0
ENSG00000159314	ARHGAP27	Rho GTPase activating protein 27	protein-coding	5.52	4.66
ENSG00000159322	ADPGK	ADP dependent glucokinase	protein-coding	33.07	34.76
ENSG00000159335	PTMS	parathymosin	protein-coding	270.1	274.18
ENSG00000159337	PLA2G4D	phospholipase A2 group IVD	protein-coding	0	0
ENSG00000159339	PADI4	peptidyl arginine deiminase 4	protein-coding	0.09	0.11
ENSG00000159346	ADIPOR1	adiponectin receptor 1	protein-coding	105.76	111.01
ENSG00000159348	CYB5R1	cytochrome b5 reductase 1	protein-coding	39.58	40.36
ENSG00000159352	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4	protein-coding	261.18	266.39
ENSG00000159363	ATP13A2	ATPase cation transporting 13A2	protein-coding	21.17	19.55
ENSG00000159374	M1AP	meiosis 1 associated protein	protein-coding	0	0.04
ENSG00000159377	PSMB4	proteasome 20S subunit beta 4	protein-coding	563.97	582.98
ENSG00000159387	IRX6	iroquois homeobox 6	protein-coding	0	0
ENSG00000159388	BTG2	BTG anti-proliferation factor 2	protein-coding	19.75	21.06
ENSG00000159398	CES5A	carboxylesterase 5A	protein-coding	0	0
ENSG00000159399	HK2	hexokinase 2	protein-coding	3.87	4.26
ENSG00000159403	C1R	complement C1r	protein-coding	58.84	52.92
ENSG00000159409	CELF3	CUGBP Elav-like family member 3	protein-coding	0.12	0.06
ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1	protein-coding	15.11	14.08
ENSG00000159433	STARD9	StAR related lipid transfer domain containing 9	protein-coding	2.88	3.03
ENSG00000159445	THEM4	thioesterase superfamily member 4	protein-coding	15.53	15.95
ENSG00000159450	TCHH	trichohyalin	protein-coding	0.01	0.01
ENSG00000159455	LCE2B	late cornified envelope 2B	protein-coding	0	0
ENSG00000159459	UBR1	ubiquitin protein ligase E3 component n-recognin 1	protein-coding	7.52	8.31
ENSG00000159461	AMFR	autocrine motility factor receptor	protein-coding	90.34	87.8
ENSG00000159479	MED8	mediator complex subunit 8	protein-coding	35.9	36.07
ENSG00000159495	TGM7	transglutaminase 7	protein-coding	0	0
ENSG00000159496	RGL4	ral guanine nucleotide dissociation stimulator like 4	protein-coding	0.06	0.03
ENSG00000159516	SPRR2G	small proline rich protein 2G	protein-coding	0	0
ENSG00000159527	PGLYRP3	peptidoglycan recognition protein 3	protein-coding	0	0
ENSG00000159556	ISL2	ISL LIM homeobox 2	protein-coding	0.1	0.2
ENSG00000159579	RSPRY1	ring finger and SPRY domain containing 1	protein-coding	17.31	16
ENSG00000159588	CCDC17	coiled-coil domain containing 17	protein-coding	1.12	0.97
ENSG00000159592	GPBP1L1	GC-rich promoter binding protein 1 like 1	protein-coding	50.91	44.36
ENSG00000159593	NAE1	NEDD8 activating enzyme E1 subunit 1	protein-coding	81.31	85.92
ENSG00000159596	TMEM69	transmembrane protein 69	protein-coding	40.55	42.46
ENSG00000159618	ADGRG5	adhesion G protein-coupled receptor G5	protein-coding	0.02	0.08
ENSG00000159625	DRC7	dynein regulatory complex subunit 7	protein-coding	0.08	0.12
ENSG00000159640	ACE	angiotensin I converting enzyme	protein-coding	0	0.01
ENSG00000159648	TEPP	testis, prostate and placenta expressed	protein-coding	0.26	0.2
ENSG00000159650	UROC1	urocanate hydratase 1	protein-coding	0	0
ENSG00000159658	EFCAB14	EF-hand calcium binding domain 14	protein-coding	24.15	25.23
ENSG00000159674	SPON2	spondin 2	protein-coding	0.05	0
ENSG00000159685	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	protein-coding	22.08	22.14
ENSG00000159692	CTBP1	C-terminal binding protein 1	protein-coding	59.97	57.75
ENSG00000159708	LRRC36	leucine rich repeat containing 36	protein-coding	2.37	3.84
ENSG00000159712	NA	NA	NA	0	0
ENSG00000159713	TPPP3	tubulin polymerization promoting protein family member 3	protein-coding	0.68	0.65
ENSG00000159714	ZDHHC1	zinc finger DHHC-type containing 1	protein-coding	9.94	8.67
ENSG00000159720	ATP6V0D1	ATPase H+ transporting V0 subunit d1	protein-coding	102.83	104.46
ENSG00000159723	AGRP	agouti related neuropeptide	protein-coding	0	0
ENSG00000159733	ZFYVE28	zinc finger FYVE-type containing 28	protein-coding	2.37	2.58
ENSG00000159753	CARMIL2	capping protein regulator and myosin 1 linker 2	protein-coding	2.58	2.84
ENSG00000159761	C16orf86	chromosome 16 open reading frame 86	protein-coding	7.76	7.12
ENSG00000159763	PIP	prolactin induced protein	protein-coding	0	0
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	protein-coding	0.29	0.09
ENSG00000159788	RGS12	regulator of G protein signaling 12	protein-coding	9.73	12.96
ENSG00000159792	PSKH1	protein serine kinase H1	protein-coding	22.25	22.34
ENSG00000159840	ZYX	zyxin	protein-coding	239.89	230.7
ENSG00000159842	ABR	ABR activator of RhoGEF and GTPase	protein-coding	58.24	57.85
ENSG00000159860	NA	NA	NA	0.99	0.62
ENSG00000159871	LYPD5	LY6/PLAUR domain containing 5	protein-coding	1.53	1
ENSG00000159873	CCDC117	coiled-coil domain containing 117	protein-coding	19.64	18.54
ENSG00000159882	ZNF230	zinc finger protein 230	protein-coding	2.9	2.45
ENSG00000159884	CCDC107	coiled-coil domain containing 107	protein-coding	28.32	27.59
ENSG00000159885	ZNF222	zinc finger protein 222	protein-coding	3.95	5.56
ENSG00000159899	NPR2	natriuretic peptide receptor 2	protein-coding	33.3	34.17
ENSG00000159904	NA	NA	NA	0	0.07
ENSG00000159905	ZNF221	zinc finger protein 221	protein-coding	0.55	0.42
ENSG00000159915	ZNF233	zinc finger protein 233	protein-coding	1.02	0.96
ENSG00000159917	ZNF235	zinc finger protein 235	protein-coding	2.21	1.83
ENSG00000159921	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	protein-coding	8.84	8.76
ENSG00000159958	TNFRSF13C	TNF receptor superfamily member 13C	protein-coding	1.18	1.25
ENSG00000159961	OR3A3	olfactory receptor family 3 subfamily A member 3	protein-coding	0	0
ENSG00000160007	ARHGAP35	Rho GTPase activating protein 35	protein-coding	19.17	20.58
ENSG00000160013	PTGIR	prostaglandin I2 receptor	protein-coding	3.17	2.4
ENSG00000160014	CALM3	calmodulin 3	protein-coding	463.97	479.75
ENSG00000160049	DFFA	DNA fragmentation factor subunit alpha	protein-coding	32	27.88
ENSG00000160050	CCDC28B	coiled-coil domain containing 28B	protein-coding	24.97	22.43
ENSG00000160051	IQCC	IQ motif containing C	protein-coding	5.12	5.88
ENSG00000160055	TMEM234	transmembrane protein 234	protein-coding	11.44	9.17
ENSG00000160058	BSDC1	BSD domain containing 1	protein-coding	43.32	43.35
ENSG00000160062	ZBTB8A	zinc finger and BTB domain containing 8A	protein-coding	1.99	1.84
ENSG00000160072	ATAD3B	ATPase family AAA domain containing 3B	protein-coding	21.92	25.84
ENSG00000160075	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	protein-coding	154	151.23
ENSG00000160087	UBE2J2	ubiquitin conjugating enzyme E2 J2	protein-coding	61.66	69.46
ENSG00000160094	ZNF362	zinc finger protein 362	protein-coding	17.92	15.33
ENSG00000160097	FNDC5	fibronectin type III domain containing 5	protein-coding	0.19	1.69
ENSG00000160111	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	protein-coding	0.29	0.54
ENSG00000160113	NR2F6	nuclear receptor subfamily 2 group F member 6	protein-coding	51.95	37.89
ENSG00000160117	ANKLE1	ankyrin repeat and LEM domain containing 1	protein-coding	2.8	2.86
ENSG00000160124	MIX23	mitochondrial matrix import factor 23	protein-coding	43.37	33.6
ENSG00000160131	VMA21	vacuolar ATPase assembly factor VMA21	protein-coding	20.71	19.29
ENSG00000160145	KALRN	kalirin RhoGEF kinase	protein-coding	0.15	0.16
ENSG00000160161	CILP2	cartilage intermediate layer protein 2	protein-coding	0.01	0.01
ENSG00000160172	NA	NA	NA	0	0.08
ENSG00000160179	ABCG1	ATP binding cassette subfamily G member 1	protein-coding	7.28	8.84
ENSG00000160180	TFF3	trefoil factor 3	protein-coding	0	0
ENSG00000160181	TFF2	trefoil factor 2	protein-coding	0	0
ENSG00000160182	TFF1	trefoil factor 1	protein-coding	0	0
ENSG00000160183	TMPRSS3	transmembrane serine protease 3	protein-coding	0	0
ENSG00000160185	UBASH3A	ubiquitin associated and SH3 domain containing A	protein-coding	0	0
ENSG00000160188	RSPH1	radial spoke head component 1	protein-coding	0.19	0.28
ENSG00000160190	SLC37A1	solute carrier family 37 member 1	protein-coding	1.02	0.58
ENSG00000160191	PDE9A	phosphodiesterase 9A	protein-coding	0.05	0
ENSG00000160193	WDR4	WD repeat domain 4	protein-coding	9.63	9.74
ENSG00000160194	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	protein-coding	17.53	21
ENSG00000160199	PKNOX1	PBX/knotted 1 homeobox 1	protein-coding	8.47	6.51
ENSG00000160200	CBS,LOC102724560	cystathionine beta-synthase,cystathionine beta-synthase like	protein-coding	7.46	5.44
ENSG00000160201	U2AF1,LOC102724594	U2 small nuclear RNA auxiliary factor 1,U2 small nuclear RNA auxiliary factor 1 like 5	protein-coding	80.63	127.73
ENSG00000160202	CRYAA,LOC102724652	crystallin alpha A,crystallin alpha A2	protein-coding	0	0
ENSG00000160207	HSF2BP	heat shock transcription factor 2 binding protein	protein-coding	0.77	0.55
ENSG00000160208	RRP1B	ribosomal RNA processing 1B	protein-coding	17.68	17.88
ENSG00000160209	PDXK	pyridoxal kinase	protein-coding	28.38	25.01
ENSG00000160211	G6PD	glucose-6-phosphate dehydrogenase	protein-coding	156.45	151.57
ENSG00000160213	CSTB	cystatin B	protein-coding	362.47	368.03
ENSG00000160214	RRP1	ribosomal RNA processing 1	protein-coding	25.89	23.92
ENSG00000160216	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	protein-coding	30.14	29.96
ENSG00000160218	TRAPPC10	trafficking protein particle complex subunit 10	protein-coding	11.61	9.05
ENSG00000160219	GAB3	GRB2 associated binding protein 3	protein-coding	2.71	2.83
ENSG00000160221	GATD3	glutamine amidotransferase class 1 domain containing 3	protein-coding	6.06	4.92
ENSG00000160223	ICOSLG,LOC102723996	inducible T cell costimulator ligand,ICOS ligand	protein-coding	1.18	0.94
ENSG00000160224	AIRE	autoimmune regulator	protein-coding	0	0
ENSG00000160226	CFAP410	cilia and flagella associated protein 410	protein-coding	20.11	22.51
ENSG00000160229	ZNF66	zinc finger protein 66	protein-coding	1.65	1.01
ENSG00000160233	LRRC3	leucine rich repeat containing 3	protein-coding	2.76	2.73
ENSG00000160255	ITGB2	integrin subunit beta 2	protein-coding	0.33	0.43
ENSG00000160256	SLX9	SLX9 ribosome biogenesis factor	protein-coding	51.06	54.01
ENSG00000160271	RALGDS	ral guanine nucleotide dissociation stimulator	protein-coding	17.21	20.07
ENSG00000160282	FTCD	formimidoyltransferase cyclodeaminase	protein-coding	0.47	1.69
ENSG00000160284	SPATC1L	spermatogenesis and centriole associated 1 like	protein-coding	26.96	25.19
ENSG00000160285	LSS	lanosterol synthase	protein-coding	15.92	18.26
ENSG00000160293	VAV2	vav guanine nucleotide exchange factor 2	protein-coding	13.12	13.32
ENSG00000160294	MCM3AP	minichromosome maintenance complex component 3 associated protein	protein-coding	54.27	49.9
ENSG00000160298	C21orf58	chromosome 21 open reading frame 58	protein-coding	24.98	23.86
ENSG00000160299	PCNT	pericentrin	protein-coding	39.65	39.02
ENSG00000160305	DIP2A	disco interacting protein 2 homolog A	protein-coding	28.76	30.28
ENSG00000160307	S100B	S100 calcium binding protein B	protein-coding	0	0
ENSG00000160310	PRMT2	protein arginine methyltransferase 2	protein-coding	134.23	131.87
ENSG00000160318	CLDND2	claudin domain containing 2	protein-coding	0	1.03
ENSG00000160321	ZNF208	zinc finger protein 208	protein-coding	0	0
ENSG00000160323	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	protein-coding	1.76	0.99
ENSG00000160325	CACFD1	calcium channel flower domain containing 1	protein-coding	4.69	3.83
ENSG00000160326	SLC2A6	solute carrier family 2 member 6	protein-coding	19.01	19.05
ENSG00000160336	ZNF761,ZNF765-ZNF761	zinc finger protein 761,ZNF765-ZNF761 readthrough	protein-coding	6.2	6.54
ENSG00000160339	FCN2	ficolin 2	protein-coding	0	0
ENSG00000160345	PIERCE1	piercer of microtubule wall 1	protein-coding	3.94	3.48
ENSG00000160349	LCN1	lipocalin 1	protein-coding	0	0
ENSG00000160352	ZNF714	zinc finger protein 714	protein-coding	1.5	1.72
ENSG00000160360	GPSM1	G protein signaling modulator 1	protein-coding	27.37	27.17
ENSG00000160392	C19orf47	chromosome 19 open reading frame 47	protein-coding	16.23	18.27
ENSG00000160396	HIPK4	homeodomain interacting protein kinase 4	protein-coding	0.15	0.11
ENSG00000160401	CFAP157	cilia and flagella associated protein 157	protein-coding	0.42	0.85
ENSG00000160404	TOR2A	torsin family 2 member A	protein-coding	31.73	30.64
ENSG00000160408	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	protein-coding	28.99	28.65
ENSG00000160410	SHKBP1	SH3KBP1 binding protein 1	protein-coding	108.52	88.97
ENSG00000160439	RDH13	retinol dehydrogenase 13	protein-coding	8.1	8.29
ENSG00000160445	ZER1	zyg-11 related cell cycle regulator	protein-coding	25.69	26.32
ENSG00000160446	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12	protein-coding	68.17	77.66
ENSG00000160447	PKN3	protein kinase N3	protein-coding	42.99	39.3
ENSG00000160460	SPTBN4	spectrin beta, non-erythrocytic 4	protein-coding	2.15	1.07
ENSG00000160469	BRSK1	BR serine/threonine kinase 1	protein-coding	1.29	1.81
ENSG00000160471	COX6B2	cytochrome c oxidase subunit 6B2	protein-coding	0.05	0
ENSG00000160472	TMEM190	transmembrane protein 190	protein-coding	0	0
ENSG00000160505	NLRP4	NLR family pyrin domain containing 4	protein-coding	0	0
ENSG00000160539	PLPP7	phospholipid phosphatase 7 (inactive)	protein-coding	7.47	6.89
ENSG00000160551	TAOK1	TAO kinase 1	protein-coding	10.09	9.78
ENSG00000160563	MED27	mediator complex subunit 27	protein-coding	57.87	61.68
ENSG00000160570	DEDD2	death effector domain containing 2	protein-coding	36.19	38.26
ENSG00000160584	SIK3	SIK family kinase 3	protein-coding	8.76	8.57
ENSG00000160588	MPZL3	myelin protein zero like 3	protein-coding	2.47	2.28
ENSG00000160593	JAML	junction adhesion molecule like	protein-coding	0	0
ENSG00000160602	NEK8	NIMA related kinase 8	protein-coding	2.8	3.64
ENSG00000160606	TLCD1	TLC domain containing 1	protein-coding	8.96	9.81
ENSG00000160613	PCSK7	proprotein convertase subtilisin/kexin type 7	protein-coding	12.23	12.16
ENSG00000160633	SAFB	scaffold attachment factor B	protein-coding	81.98	89.89
ENSG00000160654	CD3G	CD3 gamma subunit of T-cell receptor complex	protein-coding	0	0
ENSG00000160678	S100A1	S100 calcium binding protein A1	protein-coding	1.01	0.5
ENSG00000160679	CHTOP	chromatin target of PRMT1	protein-coding	62.17	60.57
ENSG00000160683	CXCR5	C-X-C motif chemokine receptor 5	protein-coding	0	0
ENSG00000160685	ZBTB7B	zinc finger and BTB domain containing 7B	protein-coding	14.96	13.48
ENSG00000160688	FLAD1	flavin adenine dinucleotide synthetase 1	protein-coding	27.31	27.55
ENSG00000160691	SHC1	SHC adaptor protein 1	protein-coding	176.19	172.38
ENSG00000160695	VPS11	VPS11 core subunit of CORVET and HOPS complexes	protein-coding	22.58	23.37
ENSG00000160703	NLRX1	NLR family member X1	protein-coding	13.68	14.05
ENSG00000160710	ADAR	adenosine deaminase RNA specific	protein-coding	114.83	113.45
ENSG00000160712	IL6R	interleukin 6 receptor	protein-coding	12.85	12.44
ENSG00000160714	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	protein-coding	48.8	39.7
ENSG00000160716	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	protein-coding	0.19	0.13
ENSG00000160741	CRTC2	CREB regulated transcription coactivator 2	protein-coding	36.86	37.25
ENSG00000160746	ANO10	anoctamin 10	protein-coding	23.3	23.01
ENSG00000160752	FDPS	farnesyl diphosphate synthase	protein-coding	222.5	228.6
ENSG00000160753	RUSC1	RUN and SH3 domain containing 1	protein-coding	62.17	58.11
ENSG00000160766	NA	NA	NA	0	0
ENSG00000160767	ENTREP3	endosomal transmembrane epsin interactor 3	protein-coding	38.56	40.4
ENSG00000160781	PAQR6	progestin and adipoQ receptor family member 6	protein-coding	3.59	3.09
ENSG00000160783	PMF1	polyamine modulated factor 1	protein-coding	117.09	120.63
ENSG00000160785	SLC25A44	solute carrier family 25 member 44	protein-coding	14.06	13.16
ENSG00000160789	LMNA	lamin A/C	protein-coding	509.85	486.58
ENSG00000160791	CCR5	C-C motif chemokine receptor 5	protein-coding	0	0
ENSG00000160796	NBEAL2	neurobeachin like 2	protein-coding	34.81	35.57
ENSG00000160799	CCDC12	coiled-coil domain containing 12	protein-coding	68.78	69.2
